Hour,Messages
2005-08-02T06,3
2005-08-02T09,3
2005-08-02T11,1
2005-08-02T12,8
2005-08-03T05,3
2005-08-03T07,3
2005-08-03T13,3
2005-08-03T16,3
2005-08-04T05,1
2005-08-04T06,2
2005-08-04T07,3
2005-08-04T08,3
2005-08-04T11,9
2005-08-04T16,6
2005-08-05T06,3
2005-08-05T09,9
2005-08-05T11,2
2005-08-05T12,4
2005-08-05T16,3
2005-08-06T05,3
2005-08-06T06,6
2005-08-06T11,3
2005-08-06T16,3
2005-08-07T07,6
2005-08-07T09,6
2005-08-07T13,3
2005-08-07T15,2
2005-08-07T16,3
2005-08-08T05,3
2005-08-08T07,24
2005-08-08T08,5
2005-08-08T10,9
2005-08-08T11,3
2005-08-08T12,1
2005-08-08T15,3
2005-08-09T06,3
2005-08-09T11,3
2005-08-10T07,9
2005-08-10T08,6
2005-08-10T09,3
2005-08-10T11,24
2005-08-10T13,3
2005-08-10T14,3
2005-08-10T15,3
2005-08-10T16,3
2005-08-11T06,3
2005-08-11T07,3
2005-08-11T12,3
2005-08-11T16,3
2005-08-12T06,3
2005-08-12T07,6
2005-08-12T08,2
2005-08-12T09,3
2005-08-12T11,6
2005-08-12T13,3
2005-08-12T14,3
2005-08-12T15,3
2005-08-13T05,3
2005-08-13T06,3
2005-08-13T07,3
2005-08-13T08,3
2005-08-22T11,24
2005-08-22T14,3
2005-08-22T15,3
2005-08-22T16,3
2005-08-23T06,3
2005-08-23T09,3
2005-08-23T11,3
2005-08-23T12,5
2005-08-23T14,2
2005-08-23T15,6
2005-08-23T16,1
2005-08-24T06,3
2005-08-24T07,3
2005-08-24T08,5
2005-08-24T09,3
2005-08-24T10,3
2005-08-24T11,3
2005-08-25T06,3
2005-08-25T09,6
2005-08-25T10,1
2005-08-25T13,3
2005-08-25T15,3
2005-08-26T05,2
2005-08-26T06,3
2005-08-26T10,3
2005-08-26T12,3
2005-08-26T13,3
2005-08-26T16,1
2005-08-27T05,3
2005-08-27T06,3
2005-08-27T10,3
2005-08-27T12,3
2005-08-27T13,9
2005-08-27T14,3
2005-08-27T15,3
2005-08-27T16,3
2005-08-28T05,3
2005-08-28T09,3
2005-08-28T13,3
2005-08-28T16,3
2005-08-29T05,3
2005-08-29T06,3
2005-08-29T07,6
2005-08-29T09,3
2005-08-29T12,6
2005-08-30T06,6
2005-08-30T07,3
2005-08-30T09,6
2005-08-30T10,3
2005-08-30T11,3
2005-08-30T12,6
2005-08-30T14,6
2005-08-30T15,6
2005-08-30T16,3
2005-08-31T05,3
2005-08-31T07,2
2005-08-31T08,6
2005-08-31T11,3
2005-08-31T13,6
2005-08-31T15,6
2005-08-31T16,1
2005-09-01T05,3
2005-09-01T10,3
2005-09-01T12,3
2005-09-01T13,6
2005-09-01T16,6
2005-09-02T05,3
2005-09-02T06,3
2005-09-02T07,3
2005-09-02T12,2
2005-09-02T13,4
2005-09-02T14,3
2005-09-03T08,6
2005-09-03T10,6
2005-09-03T13,3
2005-09-03T14,5
2005-09-03T15,9
2005-09-05T06,3
2005-09-05T08,3
2005-09-05T09,3
2005-09-05T12,3
2005-09-05T13,3
2005-09-05T16,3
2005-09-06T06,3
2005-09-06T07,3
2005-09-06T08,3
2005-09-06T09,3
2005-09-06T10,3
2005-09-06T11,3
2005-09-06T13,3
2005-09-06T14,3
2005-09-07T08,3
2005-09-07T09,3
2005-09-07T12,3
2005-09-07T15,3
2005-09-08T05,3
2005-09-08T06,3
2005-09-08T09,6
2005-09-08T13,3
2005-09-08T15,3
2005-09-08T16,3
2005-09-09T05,24
2005-09-09T06,3
2005-09-09T14,3
2005-09-10T07,1
2005-09-10T08,3
2005-09-10T09,6
2005-09-10T10,5
2005-09-10T14,1
2005-09-10T15,3
2005-09-11T07,6
2005-09-11T10,6
2005-09-11T14,6
2005-09-12T06,3
2005-09-12T07,3
2005-09-12T16,2
2005-09-13T07,3
2005-09-13T08,3
2005-09-13T09,1
2005-09-13T10,2
2005-09-13T11,3
2005-09-13T12,5
2005-09-13T15,3
2005-09-13T16,3
2005-09-14T06,3
2005-09-14T08,3
2005-09-14T09,5
2005-09-14T15,3
2005-09-15T06,9
2005-09-15T07,6
2005-09-15T08,1
2005-09-15T09,8
2005-09-15T10,6
2005-09-15T12,6
2005-09-15T16,6
2005-09-16T09,2
2005-09-16T12,3
2005-09-16T13,6
2005-09-16T15,3
2005-09-16T16,5
2005-09-17T08,3
2005-09-17T09,9
2005-09-17T12,3
2005-09-17T13,3
2005-09-17T14,3
2005-09-18T07,6
2005-09-18T08,1
2005-09-18T12,3
2005-09-18T14,3
2005-09-18T15,3
2005-09-19T05,3
2005-09-19T06,6
2005-09-19T11,4
2005-09-19T12,3
2005-09-19T14,3
2005-09-20T05,6
2005-09-20T06,3
2005-09-20T07,3
2005-09-20T08,3
2005-09-20T09,3
2005-09-20T11,1
2005-09-20T12,9
2005-09-20T16,2
2005-09-21T06,3
2005-09-21T07,4
2005-09-21T08,3
2005-09-21T09,5
2005-09-21T15,3
2005-09-22T05,3
2005-09-22T07,3
2005-09-22T15,3
2005-09-22T16,3
2005-09-23T06,3
2005-09-23T07,3
2005-09-23T08,9
2005-09-23T09,3
2005-09-23T11,2
2005-09-23T13,3
2005-09-23T15,3
2005-09-23T16,3
2005-09-24T06,3
2005-09-24T08,6
2005-09-24T09,3
2005-09-24T10,6
2005-09-24T16,3
2005-09-25T07,3
2005-09-25T08,3
2005-09-25T09,3
2005-09-25T12,3
2005-09-25T14,3
2005-09-25T15,3
2005-09-26T06,3
2005-09-26T09,5
2005-09-26T10,1
2005-09-26T12,6
2005-09-26T14,3
2005-09-26T15,3
2005-09-26T16,3
2005-09-27T05,33
2005-09-27T06,3
2005-09-27T07,3
2005-09-27T08,9
2005-09-27T09,3
2005-09-27T10,3
2005-09-27T11,3
2005-09-28T09,3
2005-09-28T10,3
2005-09-28T11,3
2005-09-28T14,3
2005-09-29T06,3
2005-09-29T10,6
2005-09-29T12,6
2005-09-29T14,3
2005-09-29T16,3
2005-09-30T05,3
2005-09-30T06,3
2005-09-30T07,3
2005-09-30T11,3
2005-09-30T14,9
2005-09-30T15,3
2005-10-01T05,3
2005-10-01T07,6
2005-10-01T09,6
2005-10-01T10,3
2005-10-01T11,3
2005-10-01T12,2
2005-10-01T13,6
2005-10-01T15,3
2005-10-01T16,7
2005-10-02T07,2
2005-10-02T08,3
2005-10-02T09,6
2005-10-02T10,6
2005-10-02T13,7
2005-10-02T16,4
2005-10-03T05,2
2005-10-03T06,3
2005-10-03T08,6
2005-10-03T09,8
2005-10-03T10,6
2005-10-03T11,3
2005-10-03T12,1
2005-10-03T13,3
2005-10-03T15,3
2005-10-03T16,1
2005-10-04T07,1
2005-10-04T08,2
2005-10-04T12,3
2005-10-04T14,3
2005-10-04T15,3
2005-10-05T06,3
2005-10-05T07,3
2005-10-05T10,3
2005-10-05T12,3
2005-10-05T13,3
2005-10-05T14,3
2005-10-06T09,6
2005-10-06T12,7
2005-10-06T13,6
2005-10-07T05,3
2005-10-07T07,3
2005-10-07T11,5
2005-10-07T12,1
2005-10-07T14,3
2005-10-07T16,3
2005-10-08T05,12
2005-10-08T09,6
2005-10-08T16,3
2005-10-09T08,3
2005-10-09T09,3
2005-10-09T10,1
2005-10-09T11,3
2005-10-09T12,6
2005-10-09T13,3
2005-10-09T14,6
2005-10-09T15,8
2005-10-10T05,3
2005-10-10T07,6
2005-10-10T08,3
2005-10-10T09,1
2005-10-10T10,2
2005-10-10T11,3
2005-10-10T13,3
2005-10-10T16,7
2005-10-11T06,2
2005-10-11T07,5
2005-10-11T08,6
2005-10-11T09,6
2005-10-11T10,6
2005-10-11T13,3
2005-10-12T05,3
2005-10-12T06,7
2005-10-12T07,3
2005-10-12T10,6
2005-10-12T11,3
2005-10-12T13,9
2005-10-12T14,3
2005-10-12T15,6
2005-10-13T05,2
2005-10-13T06,4
2005-10-13T07,3
2005-10-13T09,5
2005-10-13T11,3
2005-10-13T12,9
2005-10-13T13,8
2005-10-13T15,1
2005-10-14T08,6
2005-10-14T10,3
2005-10-14T11,6
2005-10-14T12,3
2005-10-14T13,6
2005-10-15T05,4
2005-10-15T08,2
2005-10-15T11,3
2005-10-15T12,3
2005-10-15T13,6
2005-10-15T14,8
2005-10-15T15,6
2005-10-15T16,3
2005-10-16T05,6
2005-10-16T06,3
2005-10-16T07,2
2005-10-16T09,6
2005-10-16T10,3
2005-10-16T11,3
2005-10-16T12,3
2005-10-16T13,2
2005-10-16T15,3
2005-10-16T16,1
2005-10-17T05,2
2005-10-17T06,8
2005-10-17T07,3
2005-10-17T09,3
2005-10-17T10,3
2005-10-17T11,9
2005-10-17T12,3
2005-10-17T13,12
2005-10-17T14,6
2005-10-17T16,10
2005-10-18T06,6
2005-10-18T07,12
2005-10-18T08,6
2005-10-18T10,9
2005-10-18T11,6
2005-10-18T12,3
2005-10-18T13,3
2005-10-18T14,6
2005-10-18T15,6
2005-10-18T16,3
2005-10-19T05,3
2005-10-19T06,3
2005-10-19T07,3
2005-10-19T08,3
2005-10-19T09,3
2005-10-19T14,4
2005-10-19T15,4
2005-10-19T16,6
2005-10-20T07,3
2005-10-20T08,3
2005-10-20T09,2
2005-10-20T10,3
2005-10-20T11,6
2005-10-20T13,3
2005-10-20T14,5
2005-10-20T15,9
2005-10-21T05,3
2005-10-21T06,8
2005-10-21T08,5
2005-10-21T10,6
2005-10-21T11,3
2005-10-21T12,9
2005-10-21T13,3
2005-10-21T15,4
2005-10-21T16,11
2005-10-22T06,1
2005-10-22T07,2
2005-10-22T08,3
2005-10-22T09,3
2005-10-22T13,3
2005-10-23T05,3
2005-10-23T06,3
2005-10-23T07,3
2005-10-23T08,6
2005-10-23T11,12
2005-10-23T15,8
2005-10-24T06,1
2005-10-24T07,8
2005-10-24T09,4
2005-10-24T10,5
2005-10-24T11,3
2005-10-24T12,3
2005-10-24T13,6
2005-10-24T14,11
2005-10-25T06,2
2005-10-25T09,3
2005-10-25T10,6
2005-10-25T11,3
2005-10-25T12,5
2005-10-25T13,3
2005-10-25T14,4
2005-10-25T15,6
2005-10-26T05,9
2005-10-26T06,3
2005-10-26T07,3
2005-10-26T09,33
2005-10-26T11,3
2005-10-26T15,3
2005-10-26T16,4
2005-10-27T06,3
2005-10-27T08,3
2005-10-27T13,3
2005-10-27T15,9
2005-10-27T16,6
2005-10-28T06,3
2005-10-28T07,3
2005-10-28T09,3
2005-10-28T11,6
2005-10-28T12,6
2005-10-28T13,6
2005-10-28T16,25
2005-10-29T05,1
2005-10-29T07,3
2005-10-29T08,6
2005-10-29T09,3
2005-10-29T11,6
2005-10-29T12,3
2005-10-29T15,3
2005-10-30T07,3
2005-10-30T10,4
2005-10-30T11,2
2005-10-30T13,3
2005-10-30T16,7
2005-10-30T17,5
2005-10-31T06,6
2005-10-31T07,3
2005-10-31T08,3
2005-10-31T09,3
2005-10-31T11,12
2005-10-31T14,5
2005-10-31T16,9
2005-11-01T07,3
2005-11-01T09,3
2005-11-01T10,3
2005-11-01T11,3
2005-11-02T07,2
2005-11-02T08,3
2005-11-02T09,6
2005-11-02T14,1
2005-11-02T15,2
2005-11-02T16,2
2005-11-02T17,1
2005-11-03T06,3
2005-11-03T07,4
2005-11-03T08,4
2005-11-03T09,3
2005-11-03T12,9
2005-11-03T13,3
2005-11-03T14,6
2005-11-03T16,3
2005-11-03T17,3
2005-11-04T07,3
2005-11-04T08,2
2005-11-04T09,1
2005-11-04T10,13
2005-11-04T11,6
2005-11-04T14,3
2005-11-04T15,6
2005-11-05T06,3
2005-11-05T07,3
2005-11-05T08,3
2005-11-05T10,6
2005-11-05T12,3
2005-11-05T14,4
2005-11-05T15,1
2005-11-05T16,6
2005-11-05T17,8
2005-11-06T06,6
2005-11-06T08,3
2005-11-06T09,3
2005-11-06T12,4
2005-11-06T15,5
2005-11-06T16,1
2005-11-07T06,3
2005-11-07T08,3
2005-11-07T09,3
2005-11-07T12,3
2005-11-07T13,3
2005-11-07T14,3
2005-11-07T15,3
2005-11-07T16,3
2005-11-07T17,6
2005-11-08T06,3
2005-11-08T07,3
2005-11-08T08,3
2005-11-08T09,3
2005-11-08T10,1
2005-11-08T15,3
2005-11-09T08,9
2005-11-09T09,3
2005-11-09T14,6
2005-11-09T15,6
2005-11-09T16,6
2005-11-10T10,3
2005-11-10T11,3
2005-11-10T17,6
2005-11-15T07,3
2005-11-15T11,7
2005-11-15T14,3
2005-11-15T15,2
2005-11-15T16,4
2005-11-16T08,30
2005-11-16T11,9
2005-11-16T12,3
2005-11-16T14,3
2005-11-16T17,3
2005-11-17T06,3
2005-11-17T09,3
2005-11-17T10,4
2005-11-17T11,5
2005-11-17T16,6
2005-11-17T17,2
2005-11-18T06,3
2005-11-18T08,3
2005-11-18T09,2
2005-11-18T12,6
2005-11-18T15,3
2005-11-19T06,3
2005-11-19T08,6
2005-11-19T10,6
2005-11-19T13,6
2005-11-19T15,3
2005-11-19T16,3
2005-11-19T17,1
2005-11-20T07,3
2005-11-20T08,22
2005-11-20T09,11
2005-11-20T12,6
2005-11-20T15,3
2005-11-21T08,5
2005-11-21T16,3
2005-11-21T17,3
2005-11-22T07,9
2005-11-22T12,3
2005-11-22T14,3
2005-11-23T09,5
2005-11-23T10,3
2005-11-23T11,3
2005-11-23T13,2
2005-11-23T14,3
2005-11-23T15,1
2005-11-23T16,6
2005-11-24T06,3
2005-11-24T07,3
2005-11-24T10,3
2005-11-24T11,9
2005-11-24T13,6
2005-11-24T17,6
2005-11-25T07,6
2005-11-25T08,3
2005-11-25T09,3
2005-11-25T11,6
2005-11-25T12,3
2005-11-25T13,3
2005-11-25T15,3
2005-11-26T07,3
2005-11-26T09,3
2005-11-26T11,3
2005-11-26T15,3
2005-11-26T16,3
2005-11-27T06,3
2005-11-27T07,1
2005-11-27T08,9
2005-11-27T09,3
2005-11-27T10,3
2005-11-27T11,3
2005-11-27T13,3
2005-11-27T14,3
2005-11-27T16,5
2005-11-27T17,3
2005-11-28T06,2
2005-11-28T09,6
2005-11-28T12,6
2005-11-28T13,3
2005-11-28T14,3
2005-11-28T15,2
2005-11-28T16,6
2005-11-28T17,1
2005-11-29T11,3
2005-11-29T13,3
2005-11-29T14,3
2005-11-29T15,3
2005-11-29T16,3
2005-11-29T17,3
2005-11-30T06,10
2005-11-30T07,4
2005-11-30T08,3
2005-11-30T09,3
2005-11-30T12,3
2005-11-30T14,3
2005-11-30T17,7
2005-12-01T06,3
2005-12-01T07,6
2005-12-01T08,3
2005-12-01T09,3
2005-12-01T10,3
2005-12-01T11,6
2005-12-01T13,6
2005-12-01T16,3
2005-12-01T17,6
2005-12-02T06,3
2005-12-02T10,3
2005-12-02T11,3
2005-12-02T12,3
2005-12-02T14,1
2005-12-02T15,4
2005-12-02T17,3
2005-12-03T06,3
2005-12-03T07,3
2005-12-03T09,3
2005-12-03T10,7
2005-12-03T11,1
2005-12-03T12,3
2005-12-03T13,3
2005-12-03T14,14
2005-12-03T15,3
2005-12-03T16,8
2005-12-03T17,3
2005-12-04T06,6
2005-12-04T07,9
2005-12-04T08,6
2005-12-04T11,2
2005-12-04T14,4
2005-12-04T15,2
2005-12-05T08,9
2005-12-05T09,6
2005-12-05T10,2
2005-12-05T11,3
2005-12-05T13,3
2005-12-05T14,6
2005-12-05T15,7
2005-12-05T17,3
2005-12-06T10,3
2005-12-06T12,3
2005-12-06T13,3
2005-12-06T14,6
2005-12-06T15,3
2005-12-06T16,3
2005-12-07T06,2
2005-12-07T07,3
2005-12-07T09,3
2005-12-07T13,6
2005-12-07T14,6
2005-12-07T16,3
2005-12-07T17,4
2005-12-08T06,3
2005-12-08T07,3
2005-12-08T09,3
2005-12-08T11,3
2005-12-08T13,3
2005-12-08T14,6
2005-12-08T15,3
2005-12-08T16,1
2005-12-09T07,3
2005-12-09T10,7
2005-12-09T11,6
2005-12-09T13,3
2005-12-09T14,3
2005-12-09T16,6
2005-12-09T17,3
2005-12-10T07,3
2005-12-10T08,3
2005-12-10T09,3
2005-12-10T10,9
2005-12-10T11,6
2005-12-10T12,3
2005-12-10T13,3
2005-12-10T15,3
2005-12-10T16,3
2005-12-10T17,3
2005-12-11T09,3
2005-12-11T10,6
2005-12-11T11,3
2005-12-11T12,3
2005-12-11T15,6
2005-12-11T16,3
2005-12-12T06,3
2005-12-12T09,3
2005-12-12T10,5
2005-12-12T11,7
2005-12-12T12,9
2005-12-12T14,3
2005-12-12T16,9
2005-12-13T09,3
2005-12-13T11,6
2005-12-13T12,6
2005-12-13T17,3
2005-12-14T06,3
2005-12-14T07,3
2005-12-14T08,3
2005-12-14T09,3
2005-12-14T13,3
2005-12-15T06,3
2005-12-15T07,4
2005-12-15T08,3
2005-12-15T11,3
2005-12-15T12,3
2005-12-15T13,3
2005-12-15T14,9
2005-12-15T17,3
2005-12-16T06,3
2005-12-16T08,6
2005-12-16T12,3
2005-12-16T13,26
2005-12-16T15,3
2005-12-16T16,3
2005-12-17T07,3
2005-12-17T11,6
2005-12-17T14,3
2005-12-17T17,3
2005-12-18T06,3
2005-12-18T11,3
2005-12-18T12,3
2005-12-18T16,3
2005-12-18T17,3
2005-12-19T06,3
2005-12-19T08,6
2005-12-19T10,3
2005-12-19T15,3
2005-12-19T17,3
2005-12-20T10,6
2005-12-20T11,3
2005-12-20T14,2
2005-12-20T15,6
2005-12-20T17,3
2005-12-21T06,5
2005-12-21T07,9
2005-12-21T10,3
2005-12-21T11,3
2005-12-21T12,3
2005-12-21T16,5
2005-12-21T17,3
2005-12-22T06,3
2005-12-22T07,3
2005-12-22T10,9
2005-12-22T13,6
2005-12-22T14,3
2005-12-22T16,6
2005-12-22T17,3
2005-12-23T07,1
2005-12-23T08,3
2005-12-23T09,9
2005-12-23T11,1
2005-12-23T12,3
2005-12-23T13,2
2005-12-23T15,3
2005-12-23T17,3
2005-12-24T06,3
2005-12-24T09,3
2005-12-24T10,3
2005-12-24T12,3
2005-12-24T13,6
2005-12-24T15,3
2005-12-24T16,6
2005-12-24T17,9
2005-12-25T06,3
2005-12-25T07,3
2005-12-25T08,6
2005-12-25T09,3
2005-12-25T14,3
2005-12-26T08,3
2005-12-26T10,3
2005-12-26T11,3
2005-12-26T12,3
2005-12-26T14,6
2005-12-26T17,6
2005-12-27T06,6
2005-12-27T08,3
2005-12-27T09,2
2005-12-27T10,3
2005-12-27T16,4
2005-12-28T09,6
2005-12-28T10,5
2005-12-28T11,6
2005-12-28T12,2
2005-12-28T13,8
2005-12-28T14,6
2005-12-28T15,3
2005-12-28T17,3
2005-12-29T06,4
2005-12-29T11,3
2005-12-29T12,3
2005-12-29T16,2
2005-12-29T17,3
2005-12-30T06,3
2005-12-30T07,2
2005-12-30T08,1
2005-12-30T11,3
2005-12-30T12,5
2005-12-30T13,6
2005-12-30T14,2
2005-12-30T15,3
2005-12-30T16,3
2005-12-31T06,6
2005-12-31T11,3
2005-12-31T14,3
2005-12-31T15,2
2005-12-31T16,3
2005-12-31T17,3
2006-01-01T08,5
2006-01-01T10,1
2006-01-01T11,3
2006-01-01T13,3
2006-01-01T14,3
2006-01-01T15,3
2006-01-01T16,3
2006-01-01T17,4
2006-01-02T06,6
2006-01-02T07,3
2006-01-02T11,3
2006-01-02T15,1
2006-01-02T16,5
2006-01-03T06,6
2006-01-03T08,3
2006-01-03T10,3
2006-01-03T12,3
2006-01-03T13,3
2006-01-03T16,9
2006-01-03T17,3
2006-01-04T06,5
2006-01-04T09,3
2006-01-04T10,3
2006-01-04T14,6
2006-01-04T17,7
2006-01-05T14,3
2006-01-05T15,3
2006-01-05T16,3
2006-01-05T17,3
2006-01-06T06,3
2006-01-06T12,6
2006-01-06T14,3
2006-01-06T17,3
2006-01-07T06,3
2006-01-07T07,3
2006-01-07T08,3
2006-01-07T11,5
2006-01-07T12,3
2006-01-07T14,8
2006-01-07T15,4
2006-01-07T16,8
2006-01-08T08,3
2006-01-08T09,3
2006-01-08T11,5
2006-01-08T12,6
2006-01-08T14,3
2006-01-08T15,3
2006-01-08T17,5
2006-01-09T06,3
2006-01-09T07,2
2006-01-09T08,1
2006-01-09T09,6
2006-01-09T11,3
2006-01-09T12,2
2006-01-09T13,3
2006-01-09T14,3
2006-01-09T17,3
2006-01-10T10,3
2006-01-10T11,4
2006-01-10T13,3
2006-01-10T14,7
2006-01-10T15,6
2006-01-10T16,3
2006-01-11T06,6
2006-01-11T07,3
2006-01-11T12,3
2006-01-11T13,11
2006-01-11T14,1
2006-01-11T16,3
2006-01-11T17,3
2006-01-12T06,3
2006-01-12T07,3
2006-01-12T11,5
2006-01-12T12,2
2006-01-12T15,4
2006-01-12T16,3
2006-01-12T17,2
2006-01-13T06,2
2006-01-13T09,3
2006-01-13T14,3
2006-01-13T16,3
2006-01-13T17,8
2006-01-14T09,3
2006-01-14T11,1
2006-01-14T12,3
2006-01-14T14,3
2006-01-14T16,3
2006-01-14T17,2
2006-01-15T06,3
2006-01-15T09,3
2006-01-15T10,3
2006-01-15T11,11
2006-01-15T12,7
2006-01-15T14,3
2006-01-15T15,2
2006-01-15T16,1
2006-01-15T17,3
2006-01-16T08,3
2006-01-16T09,9
2006-01-16T12,6
2006-01-16T13,3
2006-01-16T14,3
2006-01-16T15,3
2006-01-17T08,6
2006-01-17T12,3
2006-01-17T16,3
2006-01-18T07,3
2006-01-18T08,3
2006-01-18T10,3
2006-01-18T11,3
2006-01-18T12,3
2006-01-18T17,4
2006-01-19T06,3
2006-01-19T11,3
2006-01-19T13,3
2006-01-19T14,3
2006-01-19T15,1
2006-01-19T16,2
2006-01-20T07,3
2006-01-20T09,3
2006-01-20T10,6
2006-01-20T11,3
2006-01-20T13,27
2006-01-21T07,2
2006-01-21T08,3
2006-01-21T09,3
2006-01-21T10,3
2006-01-21T11,2
2006-01-21T12,5
2006-01-21T13,5
2006-01-21T15,3
2006-01-21T17,3
2006-01-22T08,6
2006-01-22T12,3
2006-01-22T16,3
2006-01-23T10,7
2006-01-23T11,3
2006-01-23T13,3
2006-01-23T14,2
2006-01-23T15,1
2006-01-23T16,3
2006-01-24T06,2
2006-01-24T08,3
2006-01-24T09,3
2006-01-24T10,3
2006-01-24T11,2
2006-01-24T12,3
2006-01-24T15,6
2006-01-24T16,1
2006-01-24T17,3
2006-01-25T08,6
2006-01-25T09,3
2006-01-25T11,6
2006-01-25T13,3
2006-01-25T14,3
2006-01-25T16,6
2006-01-25T17,6
2006-01-26T09,3
2006-01-26T11,6
2006-01-26T13,9
2006-01-26T17,3
2006-01-27T07,6
2006-01-27T09,3
2006-01-27T11,3
2006-01-27T13,8
2006-01-27T14,3
2006-01-27T15,2
2006-01-27T16,2
2006-01-28T08,3
2006-01-28T09,3
2006-01-28T10,33
2006-01-28T13,6
2006-01-28T14,8
2006-01-28T15,3
2006-01-28T17,1
2006-01-29T17,3
2006-02-18T10,3
2006-02-18T11,3
2006-02-18T12,3
2006-02-18T13,3
2006-02-18T14,5
2006-02-19T06,3
2006-02-19T10,3
2006-02-19T12,3
2006-02-19T13,6
2006-02-19T17,3
2006-02-20T07,3
2006-02-20T08,6
2006-02-20T10,6
2006-02-20T14,3
2006-02-20T15,6
2006-02-20T17,5
2006-02-21T06,1
2006-02-21T09,2
2006-02-21T10,7
2006-02-21T11,3
2006-02-21T14,3
2006-02-21T15,6
2006-02-21T16,2
2006-02-21T17,3
2006-02-22T06,3
2006-02-22T08,3
2006-02-22T10,3
2006-02-22T16,1
2006-02-22T17,5
2006-02-23T06,3
2006-02-23T07,3
2006-02-23T08,3
2006-02-23T09,5
2006-02-23T10,3
2006-02-23T11,9
2006-02-23T13,3
2006-02-23T15,3
2006-02-23T16,6
2006-02-23T17,3
2006-02-24T07,6
2006-02-24T09,3
2006-02-24T11,3
2006-02-24T12,3
2006-02-24T13,3
2006-02-24T15,3
2006-02-24T16,2
2006-02-24T17,3
2006-02-25T06,6
2006-02-25T08,6
2006-02-25T11,3
2006-02-25T12,3
2006-02-25T17,3
2006-02-26T09,6
2006-02-26T10,2
2006-02-26T11,1
2006-02-26T12,1
2006-02-26T14,3
2006-02-26T15,3
2006-02-27T06,3
2006-02-27T08,2
2006-02-27T09,3
2006-02-27T10,1
2006-02-27T13,3
2006-02-27T14,3
2006-02-27T16,3
2006-02-27T17,6
2006-02-28T06,3
2006-02-28T10,4
2006-02-28T11,1
2006-02-28T12,1
2006-02-28T13,3
2006-02-28T14,3
2006-03-01T06,15
2006-03-01T09,5
2006-03-01T11,3
2006-03-01T12,6
2006-03-01T14,6
2006-03-01T16,3
2006-03-01T17,3
2006-03-02T07,6
2006-03-02T08,3
2006-03-02T11,6
2006-03-02T14,1
2006-03-02T15,5
2006-03-02T16,3
2006-03-03T06,6
2006-03-03T08,3
2006-03-03T09,3
2006-03-03T10,3
2006-03-03T13,3
2006-03-03T14,3
2006-03-03T15,1
2006-03-03T16,3
2006-03-03T17,6
2006-03-04T06,3
2006-03-04T07,3
2006-03-04T11,3
2006-03-04T12,3
2006-03-04T13,4
2006-03-04T14,1
2006-03-04T15,3
2006-03-04T16,3
2006-03-04T17,3
2006-03-05T06,4
2006-03-05T09,6
2006-03-05T10,6
2006-03-05T11,3
2006-03-05T15,3
2006-03-05T16,3
2006-03-05T17,6
2006-03-06T06,3
2006-03-06T07,5
2006-03-06T08,3
2006-03-06T11,6
2006-03-06T13,3
2006-03-07T06,2
2006-03-07T07,1
2006-03-07T08,3
2006-03-07T11,3
2006-03-07T12,3
2006-03-07T14,4
2006-03-07T15,5
2006-03-07T16,3
2006-03-07T17,1
2006-03-08T06,3
2006-03-08T07,3
2006-03-08T08,3
2006-03-08T09,3
2006-03-08T11,6
2006-03-08T12,6
2006-03-08T17,9
2006-03-09T07,1
2006-03-09T09,5
2006-03-09T10,1
2006-03-09T11,3
2006-03-09T12,3
2006-03-10T06,7
2006-03-10T07,3
2006-03-10T09,6
2006-03-10T10,3
2006-03-10T15,3
2006-03-10T17,9
2006-03-11T10,6
2006-03-11T14,6
2006-03-11T15,3
2006-03-11T17,3
2006-03-13T06,5
2006-03-13T07,3
2006-03-13T08,6
2006-03-13T09,6
2006-03-13T17,1
2006-03-14T08,3
2006-03-14T09,2
2006-03-14T10,3
2006-03-14T11,3
2006-03-14T16,3
2006-03-15T07,6
2006-03-15T12,3
2006-03-15T13,3
2006-03-15T14,3
2006-03-15T15,1
2006-03-15T16,11
2006-03-15T17,6
2006-03-16T07,6
2006-03-16T09,3
2006-03-16T12,4
2006-03-16T13,4
2006-03-16T15,3
2006-03-16T17,3
2006-03-17T07,2
2006-03-17T09,3
2006-03-17T11,3
2006-03-17T14,9
2006-03-17T15,3
2006-03-17T16,5
2006-03-18T06,3
2006-03-18T08,1
2006-03-18T09,6
2006-03-18T10,3
2006-03-18T11,1
2006-03-18T12,5
2006-03-18T14,6
2006-03-18T16,3
2006-03-19T07,3
2006-03-19T08,3
2006-03-19T09,9
2006-03-19T10,3
2006-03-19T11,15
2006-03-19T12,8
2006-03-19T13,3
2006-03-19T15,3
2006-03-20T06,6
2006-03-20T07,3
2006-03-20T08,3
2006-03-20T10,3
2006-03-20T11,3
2006-03-20T13,3
2006-03-20T16,3
2006-03-20T17,7
2006-03-21T06,6
2006-03-21T07,3
2006-03-21T09,8
2006-03-21T10,3
2006-03-21T11,9
2006-03-21T13,3
2006-03-21T14,6
2006-03-21T15,3
2006-03-21T16,3
2006-03-21T17,3
2006-03-22T07,6
2006-03-22T10,5
2006-03-22T11,1
2006-03-22T12,3
2006-03-22T14,5
2006-03-23T06,6
2006-03-23T08,3
2006-03-23T10,3
2006-03-23T12,3
2006-03-23T13,3
2006-03-23T14,3
2006-03-23T15,3
2006-03-23T16,3
2006-03-23T17,8
2006-03-24T06,16
2006-03-24T07,1
2006-03-24T08,3
2006-03-24T09,2
